footpath_id,address,clue_sa,asset_type,deltaz,distance,grade1in,mcc_id,mccid_int,rlmax,rlmin,segside,statusid,streetid,street_group,start_lat,start_lon,end_lat,end_lon
27665,Palmerston Street between Rathdowne Street and Drummond Street,Carlton,Road Footway,3.21,94.55,29.5,1384273.0,20684.0,35.49,32.28,North,2.0,955.0,28597.0,-37.796155887263744,144.97056424489568,-37.79606116572821,144.96941668057087
22221,Morrah Street between Fitzgibbon Street and Wimble Street,Parkville,Road Footway,1.21,61.48,50.8,1387994.0,22325.0,34.71,33.5,South,2.0,912.0,22867.0,-37.79577969952321,144.95665927231698,-37.79569935694233,144.95585137224148
19082,,"West Melbourne, Residential",Road Footway,0.42,4.43,10.5,1389319.0,0.0,27.55,27.13,,0.0,0.0,19082.0,-37.80705253270732,144.95554535477655,-37.806493400698976,144.95564385929268
24585,,Carlton,Road Footway,1.23,76.82,62.5,1386586.0,0.0,33.35,32.12,,0.0,0.0,25992.0,-37.800833883989625,144.95776107067206,-37.80171222010921,144.9577621000513
30062,,Carlton,Road Footway,0.21,43.47,206.9,1384371.0,0.0,44.71,44.5,,0.0,0.0,30062.0,-37.8011224360362,144.96912391530608,-37.80105695969724,144.96855348106368
28934,Lygon Street between Argyle Place South and Pelham Street,Carlton,Road Footway,0.24,41.89,174.4,1384628.0,20526.0,38.91,38.67,West,2.0,840.0,30722.0,-37.80338892683253,144.966303006131,-37.80293851298118,144.96643973263426
29340,,Carlton,Road Footway,2.76,58.83,21.3,1465441.0,0.0,33.28,30.52,,0.0,0.0,29716.0,-37.801769518084534,144.96241476869113,-37.80225124756057,144.96297898972549
29735,,Carlton,Road Footway,0.21,33.23,158.1,1466291.0,0.0,39.12,38.91,,0.0,0.0,30722.0,-37.80302918947068,144.96586801508758,-37.802820080085475,144.96640074411266
30009,Canning Street between Palmerston Street and Pitt Street,Carlton,Road Footway,0.62,36.1,58.2,1384191.0,20585.0,28.08,27.46,West,2.0,479.0,30329.0,-37.79641297479196,144.97294289485285,-37.795966839001004,144.97305852638132
19783,Gatehouse Street between Morrah Street and Bayles Street,Parkville,Road Footway,5.13,139.97,27.3,1388014.0,22342.0,34.67,29.54,East,2.0,649.0,20509.0,-37.794581968629714,144.95382520278204,-37.79364654613079,144.95506941964084
16908,Franklin Street between Elizabeth Street and Queen Street,"Melbourne, CBD",Road Footway,3.02,58.88,19.5,1387657.0,21634.0,23.95,20.93,South,2.0,644.0,18332.0,-37.80894449202307,144.95811677926758,-37.80877174988724,144.95883580672492
25302,,North Melbourne,Road Footway,0.42,13.21,31.4,1386662.0,0.0,26.93,26.51,,0.0,0.0,25649.0,-37.80113054530073,144.955044698638,-37.80083528906786,144.95467453866502
29996,,Carlton,Road Footway,0.46,54.51,118.5,1388910.0,0.0,24.91,24.45,,0.0,0.0,29996.0,-37.79327234020523,144.97550677200553,-37.794366870830814,144.97531546208762
29778,,Carlton,Road Footway,2.74,87.05,31.8,1466008.0,0.0,33.84,31.1,,0.0,0.0,30392.0,-37.800388336415146,144.9726038406784,-37.80004025688152,144.9735351927589
19458,Queensberry Street between Capel Street and Howard Street,North Melbourne,Road Footway,1.44,94.82,65.8,1385878.0,20950.0,35.75,34.31,North,2.0,1008.0,20939.0,-37.803461085052795,144.95424290108963,-37.80355555400948,144.95538810397605
24301,Lygon Street between Victoria Street and Queensberry Street,Carlton,Road Footway,1.02,103.38,101.3,1384568.0,20522.0,36.75,35.73,West,2.0,840.0,25348.0,-37.80501884863678,144.96605785860461,-37.806061478788905,144.96584156698998
20871,,Parkville,Road Footway,1.98,122.36,61.8,1388567.0,0.0,36.88,34.9,,0.0,0.0,20873.0,-37.793947903397715,144.95584317256407,-37.793164867376746,144.95654296041144
30352,Drummond Street between Faraday Street and Elgin Street,Carlton,Road Footway,2.18,82.62,37.9,1384188.0,20550.0,38.67,36.49,West,2.0,583.0,30352.0,-37.797631984680294,144.9688335375982,-37.79846904558401,144.96864843156519
30703,David Street between Elgin Street and Palmerston Street,Carlton,Road Footway,0.6,72.25,120.4,1384348.0,20655.0,30.26,29.66,,3.0,558.0,30785.0,-37.79730782224292,144.9718916024831,-37.79658981913546,144.9720246745706
28150,Carlton Street between Nicholson Street and Canning Street,Carlton,Road Footway,1.78,142.03,79.8,1388941.0,20683.0,35.68,33.9,South,2.0,486.0,30384.0,-37.8011090220332,144.9724751229921,-37.801267263634884,144.97414453519673
